INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232052403,3114,,INVESTIGATE PROPERTY,E13, ,1,2023-07-03 20:57:00+00,2023,7,Monday,20,,CENTRE ST,42.322837167271935,-71.10096784597471,"(42.322837167271935, -71.10096784597471)"
232052648,423,,ASSAULT - AGGRAVATED,E13,657,1,2023-07-04 22:18:00+00,2023,7,Tuesday,22,,CENTRE ST,42.300988511144574,-71.12708218830532,"(42.300988511144574, -71.12708218830532)"
232004529,724,,AUTO THEFT,E13,574,1,2023-01-18 07:30:00+00,2023,1,Wednesday,7,,WASHINGTON ST,42.30971815419562,-71.10429497557632,"(42.30971815419562, -71.10429497557632)"
232056044,423,,ASSAULT - AGGRAVATED,E13, ,1,2023-07-16 05:41:00+00,2023,7,Sunday,5,,CANTERBURY ST,42.293133848541956,-71.10115258375775,"(42.293133848541956, -71.10115258375775)"
232056565,111,,"MURDER, NON-NEGLIGENT MANSLAUGHTER",E13, ,1,2023-07-18 01:39:00+00,2023,7,Tuesday,1,,FOREST HILLS ST,42.306941791362064,-71.10269619169797,"(42.306941791362064, -71.10269619169797)"
232056588,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,1,2023-07-18 01:40:00+00,2023,7,Tuesday,1,,FOREST HILLS ST,42.304921975792034,-71.102981399711,"(42.304921975792034, -71.102981399711)"
232057849,423,,ASSAULT - AGGRAVATED,E13, ,1,2023-07-21 23:05:00+00,2023,7,Friday,23,,"ROYS ST & WISE ST
JAMAICA PLAIN  MA 02130
UNITED S",42.32172153866577,-71.10182065596388,"(42.32172153866577, -71.10182065596388)"
232058167,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2023-07-23 01:30:00+00,2023,7,Sunday,1,,CENTRE ST,42.322837167271935,-71.10096784597471,"(42.322837167271935, -71.10096784597471)"
232060223,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2023-07-30 04:13:00+00,2023,7,Sunday,4,,HEATH ST,42.32610035642876,-71.10433397211432,"(42.32610035642876, -71.10433397211432)"
232060759,423,,ASSAULT - AGGRAVATED,E13, ,1,2023-07-31 21:28:00+00,2023,7,Monday,21,,SCHOOL ST,42.315504332124334,-71.10051542608883,"(42.315504332124334, -71.10051542608883)"
232061048,423,,ASSAULT - AGGRAVATED,E13, ,1,2023-08-01 21:02:00+00,2023,8,Tuesday,21,,"BEETHOVEN ST & WASHINGTON ST
JAMAICA PLAIN  MA 021",42.31511657857159,-71.09896557561352,"(42.31511657857159, -71.09896557561352)"
232064025,423,,ASSAULT - AGGRAVATED,E13, ,1,2023-08-11 21:59:00+00,2023,8,Friday,21,,WASHINGTON ST,42.31538394123891,-71.09870084619116,"(42.31538394123891, -71.09870084619116)"
232069527,2662,,BALLISTICS EVIDENCE/FOUND,E13,572,1,2023-08-29 17:21:00+00,2023,8,Tuesday,17,,WALNUT AVE,42.31197778259267,-71.09737498337086,"(42.31197778259267, -71.09737498337086)"
232069592,423,,ASSAULT - AGGRAVATED,E13,584,1,2023-08-29 21:49:00+00,2023,8,Tuesday,21,,HEATH ST,42.32665430122931,-71.10679658203442,"(42.32665430122931, -71.10679658203442)"
232007477,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2023-01-29 00:14:00+00,2023,1,Sunday,0,,PETER PARLEY RD,42.31124604976627,-71.10228627363131,"(42.31124604976627, -71.10228627363131)"
232020262,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2023-03-16 21:46:00+00,2023,3,Thursday,21,,CENTRE ST,42.32290210169481,-71.10220464146984,"(42.32290210169481, -71.10220464146984)"
232072088,3114,,INVESTIGATE PROPERTY,E13,906,1,2023-09-06 23:51:00+00,2023,9,Wednesday,23,,HORAN WAY,42.325474945540805,-71.10253543786698,"(42.325474945540805, -71.10253543786698)"
232073280,3114,,INVESTIGATE PROPERTY,E13,912,1,2023-09-11 00:06:00+00,2023,9,Monday,0,,CENTRE ST,42.32287371485583,-71.10155415776067,"(42.32287371485583, -71.10155415776067)"
232078875,423,,ASSAULT - AGGRAVATED,E13,657,1,2023-09-29 22:08:00+00,2023,9,Friday,22,,CENTRE ST,42.300988511144574,-71.12708218830532,"(42.300988511144574, -71.12708218830532)"
232079390,3115,,INVESTIGATE PERSON,E13,906,1,2023-10-01 23:10:00+00,2023,10,Sunday,23,,HORAN WAY,42.325474945540805,-71.10253543786698,"(42.325474945540805, -71.10253543786698)"
232080070,3114,,INVESTIGATE PROPERTY,E13,638,1,2023-10-04 00:26:00+00,2023,10,Wednesday,0,,BOYLSTON ST,42.317374686913034,-71.10690102449996,"(42.317374686913034, -71.10690102449996)"
232083545,3114,,INVESTIGATE PROPERTY,E13,912,1,2023-10-15 22:25:00+00,2023,10,Sunday,22,,BICKFORD ST,42.32352681663437,-71.10223008044193,"(42.32352681663437, -71.10223008044193)"
