INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212074383,2662,,BALLISTICS EVIDENCE/FOUND,C11,337,1,2021-10-13 18:56:00,2021,10,Wednesday,18,,COLUMBIA RD,42.30723713438814,-71.07623392495594,"(42.30723713438814, -71.07623392495594)"
212075332,3114,,INVESTIGATE PROPERTY,C11,336,1,2021-10-16 23:08:00,2021,10,Saturday,23,,INWOOD ST,42.30600610747001,-71.06929306962783,"(42.30600610747001, -71.06929306962783)"
212076022,1402,,VANDALISM,C11,358,1,2021-10-19 13:23:00,2021,10,Tuesday,13,,CLAYBOURNE ST,42.29653191984418,-71.07125915696336,"(42.29653191984418, -71.07125915696336)"
212077195,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-10-23 04:53:00,2021,10,Saturday,4,,DORCHESTER AVE,42.3002802831252,-71.06015261427552,"(42.3002802831252, -71.06015261427552)"
212078555,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-10-28 04:26:00,2021,10,Thursday,4,,"RICHFIELD ST & BARRY ST
BOSTON  MA 02125
UNITED ST",42.3072299756311,-71.07073998261721,"(42.3072299756311, -71.07073998261721)"
212080347,3114,,INVESTIGATE PROPERTY,C11,358,1,2021-11-02 22:45:00,2021,11,Tuesday,22,,PARK ST,42.29786606203645,-71.06332517132257,"(42.29786606203645, -71.06332517132257)"
212080359,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-03 00:16:00,2021,11,Wednesday,0,,DUNCAN ST,42.30193592065395,-71.05800830310105,"(42.30193592065395, -71.05800830310105)"
212080808,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-04 15:01:00,2021,11,Thursday,15,,WASHINGTON ST,42.283717732857916,-71.07151965639225,"(42.283717732857916, -71.07151965639225)"
212080812,1402,,VANDALISM,C11, ,1,2021-11-04 15:21:00,2021,11,Thursday,15,,TONAWANDA ST,42.298508502016226,-71.0678695585154,"(42.298508502016226, -71.0678695585154)"
212081246,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-06 02:00:00,2021,11,Saturday,2,,BELLEVUE ST,42.311565529792944,-71.06769304533748,"(42.311565529792944, -71.06769304533748)"
212081491,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-11-07 00:45:00,2021,11,Sunday,0,,WESTVILLE STREET,,,
212082557,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-11-10 22:51:00,2021,11,Wednesday,22,,WASHINGTON ST,42.303565389046256,-71.07868147849383,"(42.303565389046256, -71.07868147849383)"
212085022,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-20 00:59:00,2021,11,Saturday,0,,STOUGHTON ST,42.31661749735653,-71.0640782725732,"(42.31661749735653, -71.0640782725732)"
212085253,2662,,BALLISTICS EVIDENCE/FOUND,C11,345,1,2021-11-20 23:45:00,2021,11,Saturday,23,,RIDGEWOOD ST,42.30209442501829,-71.06575183262441,"(42.30209442501829, -71.06575183262441)"
212086083,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-11-24 09:10:00,2021,11,Wednesday,9,,LEVANT ST,42.303418955705105,-71.0695566721202,"(42.303418955705105, -71.0695566721202)"
212086885,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-11-28 02:29:00,2021,11,Sunday,2,,DORCHESTER AVENUE,,,
212088535,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-12-03 23:49:00,2021,12,Friday,23,,WRENTHAM ST,42.28882395040272,-71.05717587622392,"(42.28882395040272, -71.05717587622392)"
212089344,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-12-06 23:07:00,2021,12,Monday,23,,LEVANT ST,42.303418955705105,-71.0695566721202,"(42.303418955705105, -71.0695566721202)"
212089580,1402,,VANDALISM,C11, ,1,2021-12-07 18:00:00,2021,12,Tuesday,18,,MALLON RD,42.30229282241255,-71.07511456699386,"(42.30229282241255, -71.07511456699386)"
212092416,3110,,SERVICE TO OTHER AGENCY,C11, ,1,2021-12-17 21:24:00,2021,12,Friday,21,,HARTLAND ST,42.31508091425046,-71.0528131941847,"(42.31508091425046, -71.0528131941847)"
212092909,423,,ASSAULT - AGGRAVATED,C11,393,1,2021-12-19 21:43:00,2021,12,Sunday,21,,WRENTHAM ST,42.28882395040272,-71.05717587622392,"(42.28882395040272, -71.05717587622392)"
212093059,3001,,DEATH INVESTIGATION,C11, ,1,2021-12-20 14:57:00,2021,12,Monday,14,,FAULKNER ST,42.29960790826272,-71.06094615668306,"(42.29960790826272, -71.06094615668306)"
212093178,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-12-21 02:17:00,2021,12,Tuesday,2,,"WASHINGTON ST & NORWELL ST
DORCHESTER  MA 02121
UN",42.30209798448336,-71.0775880357172,"(42.30209798448336, -71.0775880357172)"
