INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222002455,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-01-12 17:26:00,2022,1,Wednesday,17,,MAHLER RD,42.29422547156493,-71.12094063494007,"(42.29422547156493, -71.12094063494007)"
222010262,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-02-12 02:47:00,2022,2,Saturday,2,,SPRING ST,42.276949554437984,-71.16506704182314,"(42.276949554437984, -71.16506704182314)"
222015848,2662,,BALLISTICS EVIDENCE/FOUND,E5,822,1,2022-03-06 15:46:00,2022,3,Sunday,15,,EDGEMERE RD,42.259581830729566,-71.15232421400053,"(42.259581830729566, -71.15232421400053)"
222016238,3115,,INVESTIGATE PERSON,E5, ,1,2022-03-08 03:38:00,2022,3,Tuesday,3,,VFW PKWY,42.266237354620436,-71.16843345611866,"(42.266237354620436, -71.16843345611866)"
222024777,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E5, ,1,2022-04-08 21:47:00,2022,4,Friday,21,,WASHINGTON ST,42.28915798842684,-71.12522353327712,"(42.28915798842684, -71.12522353327712)"
222025572,2662,,BALLISTICS EVIDENCE/FOUND,E5, ,1,2022-04-11 22:20:00,2022,4,Monday,22,,BRADEEN ST,42.29072874601167,-71.12183517176753,"(42.29072874601167, -71.12183517176753)"
222030431,3115,,INVESTIGATE PERSON,E5, ,1,2022-04-29 23:59:00,2022,4,Friday,23,,GEORGETOWNE DR,42.25943465248271,-71.1479806361386,"(42.25943465248271, -71.1479806361386)"
222036477,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-05-21 11:04:00,2022,5,Saturday,11,,BEECHLAND CIR,42.276248137737966,-71.13646837469076,"(42.276248137737966, -71.13646837469076)"
222049186,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-07-02 22:14:00,2022,7,Saturday,22,,BEECHLAND CIR,42.276248137737966,-71.13646837469076,"(42.276248137737966, -71.13646837469076)"
222053436,423,,ASSAULT - AGGRAVATED,E5,822,1,2022-07-17 14:37:00,2022,7,Sunday,14,,"W BOUNDARY RD & GEORGETOWNE DR
BOSTON  MA 02132
UN",42.25924003804391,-71.14549001690108,"(42.25924003804391, -71.14549001690108)"
222060386,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-08-10 04:09:00,2022,8,Wednesday,4,,BRAHMS ST,42.27746874769167,-71.13956398829448,"(42.27746874769167, -71.13956398829448)"
220369947,3115,,INVESTIGATE PERSON,E5,686,1,2022-08-14 20:50:00,2022,8,Sunday,20,,"BELGRADE AVE & BELGRADE TER
ROSLINDALE  MA 02132
U",42.28600703442908,-71.14692600026486,"(42.28600703442908, -71.14692600026486)"
222061970,423,,ASSAULT - AGGRAVATED,E5, ,1,2022-08-15 09:18:00,2022,8,Monday,9,,VFW PKWY,42.275052507337016,-71.17307605513598,"(42.275052507337016, -71.17307605513598)"
222062237,2662,,BALLISTICS EVIDENCE/FOUND,E5, ,1,2022-08-16 03:08:00,2022,8,Tuesday,3,,BEECHLAND CIR,42.276248137737966,-71.13646837469076,"(42.276248137737966, -71.13646837469076)"
222067805,3114,,INVESTIGATE PROPERTY,E5,822,1,2022-09-03 23:21:00,2022,9,Saturday,23,,CEDARCREST CIR,42.26222980717583,-71.14965987772912,"(42.26222980717583, -71.14965987772912)"
222069954,3114,,INVESTIGATE PROPERTY,E5,679,1,2022-09-11 00:00:00,2022,9,Sunday,0,,"HASLET ST & ROSLINDALE AVE
ROSLINDALE  MA 02131
UN",42.28438502313974,-71.13408604806686,"(42.28438502313974, -71.13408604806686)"
222077048,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-10-06 13:38:00,2022,10,Thursday,13,,GEORGETOWNE DR,42.25943465248271,-71.1479806361386,"(42.25943465248271, -71.1479806361386)"
222083688,3114,,INVESTIGATE PROPERTY,E5,744,1,2022-10-29 21:18:00,2022,10,Saturday,21,,VFW PKWY,42.28513256551004,-71.17218092981851,"(42.28513256551004, -71.17218092981851)"
222085281,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-11-03 22:16:00,2022,11,Thursday,22,,COHASSET ST,42.28503919681358,-71.13093078338196,"(42.28503919681358, -71.13093078338196)"
222086805,301,,ROBBERY,E5, ,1,2022-11-09 10:05:00,2022,11,Wednesday,10,,WASHINGTON ST,42.28247872579054,-71.13239127266809,"(42.28247872579054, -71.13239127266809)"
222091101,3114,,INVESTIGATE PROPERTY,E5,687,1,2022-11-24 21:45:00,2022,11,Thursday,21,,BELGRADE AVE,42.286186070039186,-71.13876711732168,"(42.286186070039186, -71.13876711732168)"
222093402,3115,,INVESTIGATE PERSON,E5, ,1,2022-12-03 12:58:00,2022,12,Saturday,12,,VFW PKWY,42.26656335230899,-71.16881883082443,"(42.26656335230899, -71.16881883082443)"
