INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192009458,3114,,INVESTIGATE PROPERTY,E5,687,1,2019-02-05 15:30:00,2019,2,Tuesday,15,,ALDRICH ST,42.28565784,-71.13978045,"(42.28565784, -71.13978045)"
192014146,3114,,INVESTIGATE PROPERTY,E5,724,1,2019-02-23 21:34:00,2019,2,Saturday,21,,VFW PKWY,42.26932087,-71.17204941,"(42.26932087, -71.17204941)"
192048797,423,,ASSAULT - AGGRAVATED,E5,563,1,2019-06-27 01:00:00,2019,6,Thursday,1,,MOSGROVE AVE,42.2921006,-71.12298632,"(42.2921006, -71.12298632)"
192049496,3115,,INVESTIGATE PERSON,E5,563,1,2019-06-29 03:37:00,2019,6,Saturday,3,,STELLMAN RD,42.28919891,-71.12309198,"(42.28919891, -71.12309198)"
192051009,413,,ASSAULT - AGGRAVATED - BATTERY,E5,941,1,2019-07-03 23:51:00,2019,7,Wednesday,23,,ARCHDALE RD,42.29258386,-71.12107612,"(42.29258386, -71.12107612)"
192071449,3114,,INVESTIGATE PROPERTY,E5,667,1,2019-09-06 20:56:00,2019,9,Friday,20,,FAIRVIEW ST,42.29121537,-71.12772428,"(42.29121537, -71.12772428)"
192074036,2662,,BALLISTICS EVIDENCE/FOUND,E5,941,1,2019-09-14 23:49:00,2019,9,Saturday,23,,BROOKWAY RD,42.29255606,-71.11974228,"(42.29255606, -71.11974228)"
192085049,3114,,INVESTIGATE PROPERTY,E5,941,1,2019-10-20 20:00:00,2019,10,Sunday,20,,ARCHDALE RD,42.291722094307964,-71.11965460242159,"(42.291722094307964, -71.11965460242159)"
192093043,3114,,INVESTIGATE PROPERTY,E5,563,1,2019-11-17 02:33:00,2019,11,Sunday,2,,STELLMAN RD,42.28919901551304,-71.123091950958,"(42.28919901551304, -71.123091950958)"
192096277,2662,,BALLISTICS EVIDENCE/FOUND,E5,664,1,2019-11-27 21:00:00,2019,11,Wednesday,21,,LESHER ST,42.29260163851621,-71.12248938153337,"(42.29260163851621, -71.12248938153337)"
192100382,3115,,INVESTIGATE PERSON,E5,556,1,2019-12-13 16:50:00,2019,12,Friday,16,,CUMMINS HWY,42.281106345054596,-71.1213392645807,"(42.281106345054596, -71.1213392645807)"
